CVEGEO_INEGI,CVE_ENT_INEGI,CVE_MUN_INEGI,NOMGEOINEGI,CVEGEO_INEGI,CVE_ENT_INE,CVE_MUN_INE,NOM_INE,CVEGEO_INE
18005,18,5,Huajicori,18005,18,6,HUAJICORI,18006
19029,19,29,Hualahuises,19029,19,30,HUALAHUISES,19030
29013,29,13,Huamantla,29013,29,13,HUAMANTLA,29013
12033,12,33,Huamuxtitlan,12033,12,34,HUAMUXTITLAN,12034
16036,16,36,Huandacareo,16036,16,36,HUANDACAREO,16036
11016,11,16,Huanimaro,11016,11,16,HUANIMARO,11016
5013,5,13,Hidalgo,5013,5,13,HIDALGO,5013
16037,16,37,Huaniqueo,16037,16,37,HUANIQUEO,16037
32018,32,18,Huanusco,32018,32,18,HUANUSCO,32018
21069,21,69,Huaquechula,21069,21,70,HUAQUECHULA,21070
26032,26,32,Huasabas,26032,26,22,HUASABAS,26022
13024,13,24,Huasca de Ocampo,13024,13,24,HUASCA DE OCAMPO,13024
26033,26,33,Huatabampo,26033,26,64,HUATABAMPO,26064
21070,21,70,Huatlatlauca,21070,21,71,HUATLATLAUCA,21071
30071,30,71,Huatusco,30071,30,73,HUATUSCO,30073
21071,21,71,Huauchinango,21071,21,72,HUAUCHINANGO,21072
20040,20,40,Huautepec,20040,20,38,HUAUTEPEC,20038
13025,13,25,Huautla,13025,13,25,HUAUTLA,13025
19047,19,47,Hidalgo,19047,19,28,HIDALGO,19028
28016,28,16,Hidalgo,28016,28,16,HIDALGO,28016
10010,10,10,Hidalgo,10010,10,10,HIDALGO,10010
8032,8,32,Hidalgo del Parral,8032,8,32,HIDALGO DEL PARRAL,8032
30070,30,70,Hidalgotitlan,30070,30,72,HIDALGOTITLAN,30072
19028,19,28,Higueras,19028,19,29,HIGUERAS,19029
31034,31,34,Hocaba,31034,31,34,HOCABA,31034
30072,30,72,Huayacocotla,30072,30,74,HUAYACOCOTLA,30074
13026,13,26,Huazalingo,13026,13,26,HUAZALINGO,13026
7037,7,37,Huehuetan,7037,7,37,HUEHUETAN,7037
7125,7,125,Honduras de la Sierra,7125,7,124,HONDURAS DE LA SIERRA,7124
13027,13,27,Huehuetla,13027,13,27,HUEHUETLA,13027
21072,21,72,Huehuetla,21072,21,73,HUEHUETLA,21073
21057,21,57,Honey,21057,21,58,HONEY,21058
20041,20,41,Huautla de Jimenez,20041,20,39,HUAUTLA DE JIMENEZ,20039
15035,15,35,Huehuetoca,15035,15,36,HUEHUETOCA,15036
8033,8,33,Huejotitan,8033,8,33,HUEJOTITAN,8033
21074,21,74,Huejotzingo,21074,21,76,HUEJOTZINGO,21076
14041,14,41,Huejucar,14041,14,43,HUEJUCAR,14043
14042,14,42,Huejuquilla el Alto,14042,14,44,HUEJUQUILLA EL ALTO,14044
13028,13,28,Huejutla de Reyes,13028,13,28,HUEJUTLA DE REYES,13028
26034,26,34,Huepac,26034,26,23,HUEPAC,26023
16038,16,38,Huetamo,16038,16,38,HUETAMO,16038
21075,21,75,Hueyapan,21075,21,77,HUEYAPAN,21077
30073,30,73,Hueyapan de Ocampo,30073,30,75,HUEYAPAN DE OCAMPO,30075
29014,29,14,Hueyotlipan,29014,29,14,HUEYOTLIPAN,29014
15036,15,36,Hueypoxtla,15036,15,37,HUEYPOXTLA,15037
21076,21,76,Hueytamalco,21076,21,78,HUEYTAMALCO,21078
21077,21,77,Hueytlalpan,21077,21,79,HUEYTLALPAN,21079
31037,31,37,Huhi,31037,31,37,HUHI,31037
13029,13,29,Huichapan,13029,13,29,HUICHAPAN,13029
30074,30,74,Huiloapan de Cuauhtemoc,30074,30,76,HUILOAPAN DE CUAUHTEMOC,30076
27008,27,8,Huimanguillo,27008,27,8,HUIMANGUILLO,27008
22008,22,8,Huimilpan,22008,22,7,HUIMILPAN,22007
16039,16,39,Huiramba,16039,16,39,HUIRAMBA,16039
7039,7,39,Huitiupan,7039,7,38,HUITIUPAN,7038
17009,17,9,Huitzilac,17009,17,9,HUITZILAC,17009
21078,21,78,Huitzilan de Serdan,21078,21,80,HUITZILAN DE SERDAN,21080
21079,21,79,Huitziltepec,21079,21,81,HUITZILTEPEC,21081
12034,12,34,Huitzuco de los Figueroa,12034,12,35,HUITZUCO DE LOS FIGUEROA,12035
15037,15,37,Huixquilucan,15037,15,38,HUIXQUILUCAN,15038
7038,7,38,Huixtan,7038,7,39,HUIXTAN,7039
7040,7,40,Huixtla,7040,7,40,HUIXTLA,7040
31038,31,38,Hunucma,31038,31,38,HUNUCMA,31038
30075,30,75,Ignacio de la Llave,30075,30,77,IGNACIO DE LA LLAVE,30077
8034,8,34,Ignacio Zaragoza,8034,8,34,IGNACIO ZARAGOZA,8034
12035,12,35,Iguala de la Independencia,12035,12,36,IGUALA DE LA INDEPENDENCIA,12036
12036,12,36,Igualapa,12036,12,37,IGUALAPA,12037
30076,30,76,Ilamatlan,30076,30,78,ILAMATLAN,30078
12081,12,81,Iliatenco,12081,12,78,ILIATENCO,12078
26035,26,35,Imuris,26035,26,24,IMURIS,26024
16040,16,40,Indaparapeo,16040,16,40,INDAPARAPEO,16040
10011,10,11,Inde,10011,10,11,INDE,10011
11017,11,17,Irapuato,11017,11,17,IRAPUATO,11017
15041,15,41,Ixtapan del Oro,15041,15,42,IXTAPAN DEL ORO,15042
7045,7,45,Ixtapangajoya,7045,7,45,IXTAPANGAJOYA,7045
16041,16,41,Irimbo,16041,16,41,IRIMBO,16041
15038,15,38,Isidro Fabela,15038,15,39,ISIDRO FABELA,15039
30077,30,77,Isla,30077,30,79,ISLA,30079
23003,23,3,Isla Mujeres,23003,23,4,ISLA MUJERES,23004
19030,19,30,Iturbide,19030,19,31,ITURBIDE,19031
21081,21,81,Ixcamilpa de Guerrero,21081,21,83,IXCAMILPA DE GUERRERO,21083
21082,21,82,Ixcaquixtla,21082,21,84,IXCAQUIXTLA,21084
12037,12,37,Ixcateopan de Cuauhtemoc,12037,12,38,IXCATEOPAN DE CUAUHTEMOC,12038
30078,30,78,Ixcatepec,30078,30,80,IXCATEPEC,30080
30079,30,79,Ixhuacan de los Reyes,30079,30,81,IXHUACAN DE LOS REYES,30081
7042,7,42,Ixhuatan,7042,7,42,IXHUATAN,7042
30083,30,83,Ixhuatlan de Madero,30083,30,82,IXHUATLAN DE MADERO,30082
30080,30,80,Ixhuatlan del Cafe,30080,30,83,IXHUATLAN DEL CAFE,30083
30082,30,82,Ixhuatlan del Sureste,30082,30,84,IXHUATLAN DEL SURESTE,30084
30081,30,81,Ixhuatlancillo,30081,30,85,IXHUATLANCILLO,30085
31039,31,39,Ixil,31039,31,39,IXIL,31039
30084,30,84,Ixmatlahuacan,30084,30,86,IXMATLAHUACAN,30086
13030,13,30,Ixmiquilpan,13030,13,30,IXMIQUILPAN,13030
20065,20,65,Ixpantepec Nieves,20065,20,40,IXPANTEPEC NIEVES,20040
21083,21,83,Ixtacamaxtitlan,21083,21,85,IXTACAMAXTITLAN,21085
7043,7,43,Ixtacomitan,7043,7,43,IXTACOMITAN,7043
29015,29,15,Ixtacuixtla de Mariano Matamoros,29015,29,15,IXTACUIXTLA DE MARIANO MATAMOROS,29015
30085,30,85,Ixtaczoquitlan,30085,30,87,IXTACZOQUITLAN,30087
7044,7,44,Ixtapa,7044,7,44,IXTAPA,7044
15039,15,39,Ixtapaluca,15039,15,40,IXTAPALUCA,15040
15040,15,40,Ixtapan de la Sal,15040,15,41,IXTAPAN DE LA SAL,15041
29016,29,16,Ixtenco,29016,29,16,IXTENCO,29016
21084,21,84,Ixtepec,21084,21,86,IXTEPEC,21086
15042,15,42,Ixtlahuaca,15042,15,43,IXTLAHUACA,15043
6006,6,6,Ixtlahuacan,6006,6,7,IXTLAHUACAN,6007
16042,16,42,Ixtlan,16042,16,42,IXTLAN,16042
20042,20,42,Ixtlan de Juarez,20042,20,42,IXTLAN DE JUAREZ,20042
14044,14,44,Ixtlahuacan de los Membrillos,14044,14,46,IXTLAHUACAN DE LOS MEMBRILLOS,14046
14045,14,45,Ixtlahuacan del Rio,14045,14,47,IXTLAHUACAN DEL RIO,14047
18006,18,6,Ixtlan del Rio,18006,18,7,IXTLAN DEL RIO,18007
31040,31,40,Izamal,31040,31,40,IZAMAL,31040
9006,9,6,Iztacalco,9006,9,6,IZTACALCO,9006
16043,16,43,Jacona,16043,16,43,JACONA,16043
18007,18,7,Jala,18007,18,8,JALA,18008
30086,30,86,Jalacingo,30086,30,88,JALACINGO,30088
27009,27,9,Jalapa,27009,27,9,JALAPA,27009
30088,30,88,Jalcomulco,30088,30,90,JALCOMULCO,30090
14046,14,46,Jalostotitlan,14046,14,48,JALOSTOTITLAN,14048
32019,32,19,Jalpa,32019,32,19,JALPA,32019
27010,27,10,Jalpa de Mendez,27010,27,10,JALPA DE MENDEZ,27010
21086,21,86,Jalpan,21086,21,88,JALPAN,21088
22009,22,9,Jalpan de Serra,22009,22,8,JALPAN DE SERRA,22008
14047,14,47,Jamay,14047,14,49,JAMAY,14049
8035,8,35,Janos,8035,8,35,JANOS,8035
17010,17,10,Jantetelco,17010,17,10,JANTETELCO,17010
11018,11,18,Jaral del Progreso,11018,11,18,JARAL DEL PROGRESO,11018
28017,28,17,Jaumave,28017,28,17,JAUMAVE,28017
11019,11,19,Jerecuaro,11019,11,19,JERECUARO,11019
32020,32,20,Jerez,32020,32,20,JEREZ,32020
30091,30,91,Jesus Carranza,30091,30,93,JESUS CARRANZA,30093
1005,1,5,Jesus Maria,1005,1,5,JESUS MARIA,1005
14048,14,48,Jesus Maria,14048,14,50,JESUS MARIA,14050
15045,15,45,Jilotepec,15045,15,46,JILOTEPEC,15046
30093,30,93,Jilotepec,30093,30,94,JILOTEPEC,30094
14049,14,49,Jilotlan de los Dolores,14049,14,51,JILOTLAN DE LOS DOLORES,14051
15046,15,46,Jilotzingo,15046,15,47,JILOTZINGO,15047
8036,8,36,Jimenez,8036,8,36,JIMENEZ,8036
16044,16,44,Jimenez,16044,16,44,JIMENEZ,16044
28018,28,18,Jimenez,28018,28,18,JIMENEZ,28018
5014,5,14,Jimenez,5014,5,14,JIMENEZ,5014
32021,32,21,Jimenez del Teul,32021,32,21,JIMENEZ DEL TEUL,32021
16045,16,45,Jiquilpan,16045,16,45,JIQUILPAN,16045
7046,7,46,Jiquipilas,7046,7,46,JIQUIPILAS,7046
15047,15,47,Jiquipilco,15047,15,48,JIQUIPILCO,15048
7047,7,47,Jitotol,7047,7,47,JITOTOL,7047
17011,17,11,Jiutepec,17011,17,11,JIUTEPEC,17011
14050,14,50,Jocotepec,14050,14,52,JOCOTEPEC,14052
15048,15,48,Jocotitlan,15048,15,49,JOCOTITLAN,15049
17012,17,12,Jojutla,17012,17,12,JOJUTLA,17012
21087,21,87,Jolalpan,21087,21,89,JOLALPAN,21089
17013,17,13,Jonacatepec de Leandro Valle,17013,17,13,JONACATEPEC,17013
21088,21,88,Jonotla,21088,21,90,JONOTLA,21090
27011,27,11,Jonuta,27011,27,11,JONUTA,27011
21089,21,89,Jopala,21089,21,91,JOPALA,21091
20238,20,238,San Martin de los Cansecos,20238,20,238,SAN MARTIN DE LOS CANSECOS,20238
14077,14,77,San Martin Hidalgo,14077,14,79,SAN MARTIN HIDALGO,14079
15049,15,49,Joquicingo,15049,15,50,JOQUICINGO,15050
30169,30,169,Jose Azueta,30169,30,168,JOSE AZUETA,30168
21132,21,132,San Martin Texmelucan,21132,21,133,SAN MARTIN TEXMELUCAN,21133
20243,20,243,San Martin Tilcajete,20243,20,243,SAN MARTIN TILCAJETE,20243
23006,23,6,Jose Maria Morelos,23006,23,5,JOSE MARIA MORELOS,23005
16113,16,113,Jose Sixto Verduzco,16113,16,46,JOSE SIXTO VERDUZCO,16046
21090,21,90,Juan C. Bonilla,21090,21,92,JUAN C. BONILLA,21092
32022,32,22,Juan Aldama,32022,32,22,JUAN ALDAMA,32022
14018,14,18,La Barca,14018,14,18,LA BARCA,14018
26021,26,21,La Colorada,26021,26,48,LA COLORADA,26048
21091,21,91,Juan Galindo,21091,21,93,JUAN GALINDO,21093
21092,21,92,Juan N. Mendez,21092,21,94,JUAN N. MENDEZ,21094
12039,12,39,Juan R. Escudero,12039,12,40,JUAN R. ESCUDERO,12040
30094,30,94,Juan Rodriguez Clara,30094,30,95,JUAN RODRIGUEZ CLARA,30095
14051,14,51,Juanacatlan,14051,14,53,JUANACATLAN,14053
19031,19,31,Juarez,19031,19,32,JUAREZ,19032
5015,5,15,Juarez,5015,5,15,JUAREZ,5015
7048,7,48,Juarez,7048,7,48,JUAREZ,7048
16046,16,46,Juarez,16046,16,47,JUAREZ,16047
8037,8,37,Juarez,8037,8,37,JUAREZ,8037
13033,13,33,Juarez Hidalgo,13033,13,33,JUAREZ HIDALGO,13033
32023,32,23,Juchipila,32023,32,23,JUCHIPILA,32023
30095,30,95,Juchique de Ferrer,30095,30,96,JUCHIQUE DE FERRER,30096
12080,12,80,Juchitan,12080,12,81,JUCHITAN,12081
15050,15,50,Juchitepec,15050,15,51,JUCHITEPEC,15051
14052,14,52,Juchitlan,14052,14,54,JUCHITLAN,14054
8038,8,38,Julimes,8038,8,38,JULIMES,8038
16047,16,47,Jungapeo,16047,16,48,JUNGAPEO,16048
21095,21,95,La Magdalena Tlatlauquitepec,21095,21,97,LA MAGDALENA TLATLAUQUITEPEC,21097
14057,14,57,La Manzanilla de la Paz,14057,14,59,LA MANZANILLA DE LA PAZ,14059
13040,13,40,La Mision,13040,13,34,LA MISION,13034
3003,3,3,La Paz,3003,3,3,LA PAZ,3003
31041,31,41,Kanasin,31041,31,41,KANASIN,31041
31042,31,42,Kantunil,31042,31,42,KANTUNIL,31042
31043,31,43,Kaua,31043,31,43,KAUA,31043
31044,31,44,Kinchil,31044,31,44,KINCHIL,31044
31045,31,45,Kopoma,31045,31,45,KOPOMA,31045
30016,30,16,La Antigua,30016,30,17,LA ANTIGUA,30017
20017,20,17,La Compañia,20017,20,20,LA COMPAÑIA,20020
7020,7,20,La Concordia,7020,7,20,LA CONCORDIA,7020
8016,8,16,La Cruz,8016,8,16,LA CRUZ,8016
7036,7,36,La Grandeza,7036,7,36,LA GRANDEZA,7036
16035,16,35,La Huacana,16035,16,35,LA HUACANA,16035
14043,14,43,La Huerta,14043,14,45,LA HUERTA,14045
7041,7,41,La Independencia,7041,7,41,LA INDEPENDENCIA,7041
7050,7,50,La Libertad,7050,7,50,LA LIBERTAD,7050
9008,9,8,La Magdalena Contreras,9008,9,8,LA MAGDALENA CONTRERAS,9008
5016,5,16,Lamadrid,5016,5,16,LAMADRID,5016
19032,19,32,Lampazos de Naranjo,19032,19,33,LAMPAZOS DE NARANJO,19033
22010,22,10,Landa de Matamoros,22010,22,9,LANDA DE MATAMOROS,22009
29048,29,48,La Magdalena Tlaltelulco,29048,29,52,LA MAGDALENA TLALTELULCO,29052
15070,15,70,La Paz,15070,15,71,LA PAZ,15071
20069,20,69,La Pe,20069,20,68,LA PE,20068
30127,30,127,La Perla,30127,30,128,LA PERLA,30128
16069,16,69,La Piedad,16069,16,70,LA PIEDAD,16070
20076,20,76,La Reforma,20076,20,73,LA REFORMA,20073
20556,20,556,La Trinidad Vista Hermosa,20556,20,556,LA TRINIDAD VISTA HERMOSA,20556
7099,7,99,La Trinitaria,7099,7,99,LA TRINITARIA,7099
12068,12,68,La Union de Isidoro Montes de Oca,12068,12,69,LA UNION DE ISIDORO MONTES DE OCA,12069
18019,18,19,La Yesca,18019,18,20,LA YESCA,18020
21093,21,93,Lafragua,21093,21,95,LAFRAGUA,21095
14053,14,53,Lagos de Moreno,14053,14,55,LAGOS DE MORENO,14055
24019,24,19,Lagunillas,24019,24,19,LAGUNILLAS,24019
21133,21,133,San Martin Totoltepec,21133,21,134,SAN MARTIN TOTOLTEPEC,21134
16048,16,48,Lagunillas,16048,16,49,LAGUNILLAS,16049
30096,30,96,Landero y Coss,30096,30,97,LANDERO Y COSS,30097
7049,7,49,Larrainzar,7049,7,49,LARRAINZAR,7049
30061,30,61,Las Choapas,30061,30,63,LAS CHOAPAS,30063
7052,7,52,Las Margaritas,7052,7,52,LAS MARGARITAS,7052
20244,20,244,San Martin Toxpalan,20244,20,244,SAN MARTIN TOXPALAN,20244
30107,30,107,Las Minas,30107,30,108,LAS MINAS,30108
7075,7,75,Las Rosas,7075,7,74,LAS ROSAS,7074
30132,30,132,Las Vigas de Ramirez,30132,30,137,LAS VIGAS DE RAMIREZ,30137
23007,23,7,Lazaro Cardenas,23007,23,6,LAZARO CARDENAS,23006
29047,29,47,Lazaro Cardenas,29047,29,55,LAZARO CARDENAS,29055
16052,16,52,Lazaro Cardenas,16052,16,50,LAZARO CARDENAS,16050
11020,11,20,Leon,11020,11,20,LEON,11020
20054,20,54,Magdalena Zahuatlan,20054,20,54,MAGDALENA ZAHUATLAN,20054
12040,12,40,Leonardo Bravo,12040,12,41,LEONARDO BRAVO,12041
10012,10,12,Lerdo,10012,10,12,LERDO,10012
8041,8,41,Maguarichi,8041,8,41,MAGUARICHI,8041
28020,28,20,Mainero,28020,28,20,MAINERO,28020
15052,15,52,Malinalco,15052,15,53,MALINALCO,15053
12041,12,41,Malinaltepec,12041,12,42,MALINALTEPEC,12042
30099,30,99,Maltrata,30099,30,100,MALTRATA,30100
31046,31,46,Mama,31046,31,46,MAMA,31046
30097,30,97,Lerdo de Tejada,30097,30,98,LERDO DE TEJADA,30098
31047,31,47,Mani,31047,31,47,MANI,31047
30100,30,100,Manlio Fabio Altamirano,30100,30,101,MANLIO FABIO ALTAMIRANO,30101
8042,8,42,Manuel Benavides,8042,8,42,MANUEL BENAVIDES,8042
11008,11,8,Manuel Doblado,11008,11,8,MANUEL DOBLADO,11008
6007,6,7,Manzanillo,6007,6,8,MANZANILLO,6008
15051,15,51,Lerma,15051,15,52,LERMA,15052
21094,21,94,Libres,21094,21,96,LIBRES,21096
19033,19,33,Linares,19033,19,34,LINARES,19034
13034,13,34,Lolotla,13034,13,35,LOLOTLA,13035
20044,20,44,Loma Bonita,20044,20,44,LOMA BONITA,20044
8039,8,39,Lopez,8039,8,39,LOPEZ,8039
32024,32,24,Loreto,32024,32,24,LORETO,32024
3009,3,9,Loreto,3009,3,5,LORETO,3005
19003,19,3,Los Aldamas,19003,19,3,LOS ALDAMAS,19003
3008,3,8,Los Cabos,3008,3,4,LOS CABOS,3004
19027,19,27,Los Herreras,19027,19,27,LOS HERRERAS,19027
19042,19,42,Los Ramones,19042,19,43,LOS RAMONES,19043
30137,30,137,Los Reyes,30137,30,138,LOS REYES,30138
16075,16,75,Los Reyes,16075,16,76,LOS REYES,16076
17014,17,14,Mazatepec,17014,17,14,MAZATEPEC,17014
25012,25,12,Mazatlan,25012,25,12,MAZATLAN,25012
21118,21,118,Los Reyes de Juarez,21118,21,119,LOS REYES DE JUAREZ,21119
21097,21,97,Mixtla,21097,21,99,MIXTLA,21099
30110,30,110,Mixtla de Altamirano,30110,30,111,MIXTLA DE ALTAMIRANO,30111
14062,14,62,Mixtlan,14062,14,64,MIXTLAN,14064
31051,31,51,Mococha,31051,31,51,MOCOCHA,31051
25013,25,13,Mocorito,25013,25,13,MOCORITO,25013
24022,24,22,Moctezuma,24022,24,22,MOCTEZUMA,24022
26038,26,38,Moctezuma,26038,26,26,MOCTEZUMA,26026
32025,32,25,Luis Moya,32025,32,25,LUIS MOYA,32025
15123,15,123,Luvianos,15123,15,123,LUVIANOS,15123
29057,29,57,Santa Apolonia Teacalco,29057,29,45,SANTA APOLONIA TEACALCO,29045
28019,28,19,Llera,28019,28,19,LLERA,28019
27012,27,12,Macuspana,27012,27,12,MACUSPANA,27012
8040,8,40,Madera,8040,8,40,MADERA,8040
16049,16,49,Madero,16049,16,51,MADERO,16051
26036,26,36,Magdalena,26036,26,25,MAGDALENA,26025
8060,8,60,Santa Barbara,8060,8,60,SANTA BARBARA,8060
30098,30,98,Magdalena,30098,30,99,MAGDALENA,30099
14055,14,55,Magdalena,14055,14,57,MAGDALENA,14057
20045,20,45,Magdalena Apasco,20045,20,45,MAGDALENA APASCO,20045
20046,20,46,Magdalena Jaltepec,20046,20,46,MAGDALENA JALTEPEC,20046
20048,20,48,Magdalena Mixtepec,20048,20,47,MAGDALENA MIXTEPEC,20047
20049,20,49,Magdalena Ocotlan,20049,20,48,MAGDALENA OCOTLAN,20048
13074,13,74,Tlaxcoapan,13074,13,73,TLAXCOAPAN,13073
20050,20,50,Magdalena Peñasco,20050,20,49,MAGDALENA PEÑASCO,20049
20051,20,51,Magdalena Teitipac,20051,20,50,MAGDALENA TEITIPAC,20050
20052,20,52,Magdalena Tequisistlan,20052,20,51,MAGDALENA TEQUISISTLAN,20051
20053,20,53,Magdalena Tlacotepec,20053,20,52,MAGDALENA TLACOTEPEC,20052
20562,20,562,Magdalena Yodocono de Porfirio Diaz,20562,20,53,MAGDALENA YODOCONO DE PORFIRIO DIAZ,20053
29035,29,35,Tocatlan,29035,29,35,TOCATLAN,29035
7051,7,51,Mapastepec,7051,7,51,MAPASTEPEC,7051
10013,10,13,Mapimi,10013,10,13,MAPIMI,10013
16050,16,50,Maravatio,16050,16,52,MARAVATIO,16052
16095,16,95,Tocumbo,16095,16,96,TOCUMBO,16096
21188,21,188,Tochimilco,21188,21,188,TOCHIMILCO,21188
7115,7,115,Maravilla Tenejapa,7115,7,114,MARAVILLA TENEJAPA,7114
16051,16,51,Marcos Castellanos,16051,16,53,MARCOS CASTELLANOS,16053
30101,30,101,Mariano Escobedo,30101,30,102,MARIANO ESCOBEDO,30102
19034,19,34,Marin,19034,19,35,MARIN,19035
20055,20,55,Mariscala de Juarez,20055,20,55,MARISCALA DE JUAREZ,20055
12077,12,77,Marquelia,12077,12,80,MARQUELIA,12080
7116,7,116,Marques de Comillas,7116,7,115,MARQUES DE COMILLAS,7115
30102,30,102,Martinez de la Torre,30102,30,103,MARTINEZ DE LA TORRE,30103
12042,12,42,Martir de Cuilapan,12042,12,43,MARTIR DE CUILAPAN,12043
20056,20,56,Martires de Tacubaya,20056,20,56,MARTIRES DE TACUBAYA,20056
14058,14,58,Mascota,14058,14,60,MASCOTA,14060
20116,20,116,San Bartolome Ayautla,20116,20,115,SAN BARTOLOME AYAUTLA,20115
20117,20,117,San Bartolome Loxicha,20117,20,116,SAN BARTOLOME LOXICHA,20116
8043,8,43,Matachi,8043,8,43,MATACHI,8043
28022,28,22,Matamoros,28022,28,22,MATAMOROS,28022
8044,8,44,Matamoros,8044,8,44,MATAMOROS,8044
5017,5,17,Matamoros,5017,5,17,MATAMOROS,5017
24020,24,20,Matehuala,24020,24,20,MATEHUALA,24020
20057,20,57,Matias Romero Avendaño,20057,20,57,MATIAS ROMERO AVENDAÑO,20057
24057,24,57,Matlapa,24057,24,58,MATLAPA,24058
31048,31,48,Maxcanu,31048,31,48,MAXCANU,31048
31049,31,49,Mayapan,31049,31,49,MAYAPAN,31049
14059,14,59,Mazamitla,14059,14,61,MAZAMITLA,14061
7053,7,53,Mazapa de Madero,7053,7,53,MAZAPA DE MADERO,7053
32026,32,26,Mazapil,32026,32,26,MAZAPIL,32026
21096,21,96,Mazapiltepec de Juarez,21096,21,98,MAZAPILTEPEC DE JUAREZ,21098
5021,5,21,Nadadores,5021,5,21,NADADORES,5021
7054,7,54,Mazatan,7054,7,54,MAZATAN,7054
26037,26,37,Mazatan,26037,26,50,MAZATAN,26050
29017,29,17,Mazatecochco de Jose Maria Morelos,29017,29,17,MAZATECOCHCO DE JOSE MARIA MORELOS,29017
20058,20,58,Mazatlan Villa de Flores,20058,20,58,MAZATLAN VILLA DE FLORES,20058
30103,30,103,Mecatlan,30103,30,104,MECATLAN,30104
30104,30,104,Mecayapan,30104,30,105,MECAYAPAN,30105
30105,30,105,Medellin de Bravo,30105,30,106,MEDELLIN DE BRAVO,30106
15053,15,53,Melchor Ocampo,15053,15,54,MELCHOR OCAMPO,15054
7121,7,121,Rincon Chamula San Pedro,7121,7,120,RINCON CHAMULA SAN PEDRO,7120
19035,19,35,Melchor Ocampo,19035,19,36,MELCHOR OCAMPO,19036
32027,32,27,Melchor Ocampo,32027,32,27,MELCHOR OCAMPO,32027
1007,1,7,Rincon de Romos,1007,1,7,RINCON DE ROMOS,1007
28023,28,23,Mendez,28023,28,23,MENDEZ,28023
8045,8,45,Meoqui,8045,8,45,MEOQUI,8045
31050,31,50,Merida,31050,31,50,MERIDA,31050
18011,18,11,Ruiz,18011,18,11,RUIZ,18011
7076,7,76,Sabanilla,7076,7,75,SABANILLA,7075
20037,20,37,Mesones Hidalgo,20037,20,36,MESONES HIDALGO,20036
20099,20,99,San Andres Tepetlapa,20099,20,96,SAN ANDRES TEPETLAPA,20096
30141,30,141,San Andres Tuxtla,30141,30,142,SAN ANDRES TUXTLA,30142
7055,7,55,Metapa,7055,7,55,METAPA,7055
13035,13,35,Metepec,13035,13,36,METEPEC,13036
20118,20,118,San Bartolome Quialana,20118,20,117,SAN BARTOLOME QUIALANA,20117
15054,15,54,Metepec,15054,15,55,METEPEC,15055
12043,12,43,Metlatonoc,12043,12,44,METLATONOC,12044
13037,13,37,Metztitlan,13037,13,37,METZTITLAN,13037
2002,2,2,Mexicali,2002,2,2,MEXICALI,2002
15055,15,55,Mexicaltzingo,15055,15,56,MEXICALTZINGO,15056
24021,24,21,Mexquitic de Carmona,24021,24,21,MEXQUITIC DE CARMONA,24021
14060,14,60,Mexticacan,14060,14,62,MEXTICACAN,14062
7124,7,124,Mezcalapa,7124,7,123,MEZCALAPA,7123
10014,10,14,Mezquital,10014,10,14,MEZQUITAL,10014
32028,32,28,Mezquital del Oro,32028,32,28,MEZQUITAL DEL ORO,32028
14061,14,61,Mezquitic,14061,14,63,MEZQUITIC,14063
17015,17,15,Miacatlan,17015,17,15,MIACATLAN,17015
30113,30,113,Naranjal,30113,30,114,NARANJAL,30114
30013,30,13,Naranjos Amatlan,30013,30,15,NARANJOS AMATLAN,30015
30106,30,106,Miahuatlan,30106,30,107,MIAHUATLAN,30107
20059,20,59,Miahuatlan de Porfirio Diaz,20059,20,59,MIAHUATLAN DE PORFIRIO DIAZ,20059
28024,28,24,Mier,28024,28,24,MIER,28024
20062,20,62,Natividad,20062,20,62,NATIVIDAD,20062
19036,19,36,Mier y Noriega,19036,19,37,MIER Y NORIEGA,19037
28025,28,25,Miguel Aleman,28025,28,25,MIGUEL ALEMAN,28025
32029,32,29,Miguel Auza,32029,32,29,MIGUEL AUZA,32029
9016,9,16,Miguel Hidalgo,9016,9,16,MIGUEL HIDALGO,9016
9009,9,9,Milpa Alta,9009,9,9,MILPA ALTA,9009
19037,19,37,Mina,19037,19,38,MINA,19038
30108,30,108,Minatitlan,30108,30,109,MINATITLAN,30109
6008,6,8,Minatitlan,6008,6,9,MINATITLAN,6009
13051,13,51,Mineral de la Reforma,13051,13,40,MINERAL DE LA REFORMA,13040
13038,13,38,Mineral del Chico,13038,13,38,MINERAL DEL CHICO,13038
13039,13,39,Mineral del Monte,13039,13,39,MINERAL DEL MONTE,13039
28026,28,26,Miquihuana,28026,28,26,MIQUIHUANA,28026
30109,30,109,Misantla,30109,30,110,MISANTLA,30110
7056,7,56,Mitontic,7056,7,56,MITONTIC,7056
20063,20,63,Nazareno Etla,20063,20,63,NAZARENO ETLA,20063
10015,10,15,Nazas,10015,10,15,NAZAS,10015
20060,20,60,Mixistlan de la Reforma,20060,20,60,MIXISTLAN DE LA REFORMA,20060
13041,13,41,Mixquiahuala de Juarez,13041,13,41,MIXQUIAHUALA DE JUAREZ,13041
12044,12,44,Mochitlan,12044,12,45,MOCHITLAN,12045
13042,13,42,Molango de Escamilla,13042,13,42,MOLANGO DE ESCAMILLA,13042
21098,21,98,Molcaxac,21098,21,100,MOLCAXAC,21100
30111,30,111,Moloacan,30111,30,112,MOLOACAN,30112
